,logFC,AveExpr,t,P.Value,adj.P.Val,B,direction
RASSF9,-0.339685264185172,2.42112388823775,-1.69256013500612,0.101575095472631,0.140169121598928,-6.14777630373722,no DE
ULK4,-0.332717209632626,1.64775820498263,-1.171847682418,0.251076407124007,0.31046801271217,-6.14804054693381,no DE
CCR6,0.452680229618684,1.9573169833264,1.08509984436171,0.287078767237547,0.349255065791488,-6.14809585723058,no DE
ACYP2,-0.26440523372721,2.61666214932746,-1.49774571892909,0.145324401879422,0.191995892483006,-6.14884112317657,no DE
RETSAT,-0.267867270736673,6.23445959013238,-1.84723332309637,0.0752438813436519,0.10724594706035,-6.14920290728638,no DE
GPR176,0.365264147069083,1.68882922664941,1.35192215128024,0.18715826356858,0.239319828993013,-6.14923014628577,no DE
PNKD,0.339003453363591,6.69928139841279,1.84556190774038,0.0754936584013725,0.107543241636267,-6.15026058087955,no DE
FBLN7,0.41365691172615,1.94468455130855,1.38049819280216,0.178292412567792,0.229308391097387,-6.15044105146556,no DE
TNFAIP2,-0.460827007596301,6.29955623624457,-1.84162412824044,0.0760849424443885,0.108290999206913,-6.15053066538246,no DE
CTNNB1,0.201033058242635,8.99373342730485,1.73942460453009,0.0928803681522318,0.129429640812542,-6.15075005323829,no DE
ZC3H7A,-0.174345541227477,5.8255993795249,-1.84589228704165,0.0754442298982242,0.107496292201891,-6.1511656402445,no DE
HDDC3,0.318475043894429,3.52172358749444,1.6398242851858,0.112165496751842,0.152812465202149,-6.15202738382795,no DE
BBS5,-0.209113118172345,2.88955705352255,-1.61582807567995,0.117279968193605,0.158967333835008,-6.1525507727206,no DE
METTL14,-0.148659890166613,3.947247248749,-1.75094944911511,0.090841251921923,0.126859467794586,-6.15347644127684,no DE
TBC1D25,-0.150086549050787,4.48540078753444,-1.79127914157296,0.084001928603022,0.118346160178656,-6.15364266006672,no DE
TAF15,0.260631166105303,6.72964737023968,1.83427586902322,0.0771989816625517,0.109758502953241,-6.15384368835725,no DE
SERP1,-0.236299379749945,7.98934996491258,-1.78836096962627,0.0844816386246829,0.118893674282263,-6.15460332841015,no DE
USP8,-0.160560357962852,5.96629290737398,-1.84317374628035,0.0758517834998044,0.107994473170042,-6.15665071737281,no DE
TMCC1,0.208069797072027,5.07042156825053,1.80979690959101,0.0810116982262992,0.114640687006492,-6.15766358232433,no DE
HEXA,-0.259545748939476,7.00873631835112,-1.82244435170115,0.0790221335983234,0.112080398767675,-6.15784209981581,no DE
RELN,0.538496246384291,1.71066490855155,1.48032917135044,0.149886300347536,0.197303940947598,-6.15851792869452,no DE
SH3PXD2A,0.267517943729337,6.60761215442104,1.83023009549297,0.077818302306206,0.11052908596332,-6.15882894236477,no DE
DGCR2,-0.161752703694352,7.41613423347105,-1.79493263520599,0.0834046182737916,0.117588525751975,-6.15933315975963,no DE
CHCHD7,-0.226590982788835,5.08037701351288,-1.80538541011741,0.0817156787870646,0.115595345601461,-6.16038627205415,no DE
WDR41,-0.185137816030118,4.69663020967556,-1.8044015459046,0.0818733936866351,0.115797313662547,-6.16145700990002,no DE
EXOG,-0.177095731298246,2.50497290851263,-1.48291546074904,0.149201683791321,0.196501824087187,-6.16264858299876,no DE
RARB,-0.266875868087559,3.00707961863143,-1.68972886640104,0.102121581372122,0.140819036726211,-6.16318573482937,no DE
ORAOV1,0.21754330838169,3.27155747092686,1.5704156673281,0.127486706729525,0.17121967105057,-6.16386864914703,no DE
CCDC22,0.134728282624895,4.7025040658956,1.79292476792876,0.0837324346917116,0.118017435485467,-6.1644101722195,no DE
GCNT2,-0.261478652692697,5.09803364326747,-1.82011672656988,0.0793851161889582,0.112521872256974,-6.16508860950167,no DE
ADIPOR1,0.208565141569344,7.40341944887579,1.80433599508975,0.0818839108184622,0.115799641160714,-6.16718113399136,no DE
USP31,0.254501772129208,4.13543629837731,1.79864759271922,0.0828009798633351,0.116881279350721,-6.16738508301669,no DE
SLC16A10,-0.315853719390116,1.75889595791404,-1.01373312167734,0.319340406195526,0.383050020407113,-6.16759533821622,no DE
ZBTB49,0.211457733159,2.18141693301997,1.33808353768169,0.191573330206325,0.244343040764428,-6.16838080251284,no DE
PEX2,-0.199696775970225,5.75899365459482,-1.83535298207188,0.0770348139179564,0.109547382729174,-6.16842062132202,no DE
FYTTD1,-0.187006309396858,6.16207146755932,-1.8368976605577,0.0767999056869364,0.109260944842679,-6.16846746689779,no DE
TRNAU1AP,0.200249968009236,4.08571007543419,1.70923013399534,0.09840702868176,0.136258294832186,-6.16865431003816,no DE
LIPG,0.643517529642155,2.22064198122698,1.31330545580147,0.199679638179402,0.253715401261144,-6.16948659085449,no DE
ZBED1,0.266659183636818,6.03329289460183,1.83547309313838,0.0770165258315633,0.109533309182763,-6.1701316725584,no DE
CIB1,0.29949715709515,6.80816219510171,1.83356318624058,0.0773077699741121,0.109863849808576,-6.17048471322212,no DE
C9orf98,-0.459570986280586,1.24698384327869,-1.15295889908548,0.258619204225418,0.318798420318669,-6.1711871509288,no DE
COX17,0.263697092219933,4.5144970167282,1.75728396095486,0.0897367169763611,0.125464156672284,-6.17184230327704,no DE
PPP3CB,-0.149880493049041,5.83664515710564,-1.83426858333962,0.0772000931290668,0.109758502953241,-6.17201221775054,no DE
LOX,0.364706006946189,4.54912318266456,1.81294672849439,0.0805122349468457,0.114032791098218,-6.17467801079295,no DE
CCL4L2,-0.5112864418331,1.61081962828666,-1.29815604039897,0.204764438067788,0.25931795964867,-6.17477364881451,no DE
ANKRD45,0.627584695448713,1.05985064963505,1.10749480179018,0.277449416512678,0.338810668326315,-6.17585269025551,no DE
TMEM180,-0.324443740201599,3.85329675316418,-1.65931294770827,0.108149376516522,0.148051789372854,-6.17687882376754,no DE
HERPUD1,-0.312300974717035,7.2275438988274,-1.7872211190797,0.0846696487659267,0.119132577917607,-6.17688978025053,no DE
CHN2,-0.260993946774785,2.77270425678761,-1.61979368355248,0.116421674443125,0.157918748467849,-6.17897778166936,no DE
ZNF706,0.207372104383271,5.70825056399376,1.82538907263114,0.078564956722135,0.111472113080881,-6.18030843469207,no DE
ZNF292,0.235132705767483,5.1037654681036,1.81011477901077,0.0809611740622771,0.114594036546834,-6.18294945842425,no DE
SC5DL,-0.267979830707301,6.30650633730456,-1.82743476081285,0.0782486940550045,0.111070790546718,-6.18371373746399,no DE
TMEM38B,0.245127598021099,3.00084405152224,1.49266261452997,0.146644090739656,0.193543510255281,-6.18495638921478,no DE
C11orf57,0.162593452069259,5.10013935993127,1.80534757981048,0.0817217382372082,0.115595345601461,-6.18554496602095,no DE
ACADSB,-0.411242762510063,5.67864359622955,-1.81689654515278,0.0798896434699994,0.113200121169551,-6.18672608074866,no DE
COG3,0.174780598533255,4.91904482350362,1.80074372742524,0.0824620310236414,0.116478399626836,-6.18762634530086,no DE
LONRF3,-0.454866805843287,2.83174228982142,-1.34806381672294,0.188381191894781,0.240718521566576,-6.18764913225753,no DE
GNG12,-0.257888130975209,7.05158067784095,-1.79080572667831,0.0840795936960839,0.118442794789012,-6.1894596987631,no DE
C10orf78,0.230631770077224,3.10012757258627,1.55566297076539,0.130955258804755,0.175049564073576,-6.19049942195097,no DE
PLA2R1,-0.235993460312356,2.49142224208327,-1.57980311405759,0.125319059325275,0.168603347904846,-6.19083148081925,no DE
TMEM25,-0.241208835349297,4.12623437994704,-1.77019523559329,0.08752065713867,0.122654835476815,-6.19120239543121,no DE
PSKH1,-0.191567429269543,5.61562638775905,-1.82223328627152,0.0790549895477494,0.112114817314947,-6.19133274048512,no DE
EP400,0.257851165348008,5.9283668316014,1.82184294553929,0.0791157836178762,0.112188845580026,-6.19167125100755,no DE
GSPT1,0.13385290481219,7.50800225783875,1.7920658032493,0.0838730097853387,0.118190046068015,-6.19592346534284,no DE
C2orf89,-0.389823018135193,2.35171647220214,-1.43389697932727,0.16261183995283,0.211833567555318,-6.19630380493882,no DE
SPAG1,0.38274429192345,3.93935940239654,1.64127521342615,0.111862284574515,0.152447108013275,-6.19664120770525,no DE
RRP8,0.203343010810477,3.52161349572563,1.64239962142504,0.111627776836316,0.152163569442645,-6.19681563651494,no DE
CHD3,-0.251925862789809,7.2307653010956,-1.77506909140523,0.0866963001036807,0.121656289534868,-6.19689596693124,no DE
AMN1,0.301407100925428,3.13514446204226,1.55296951769624,0.131596778187478,0.175745114147856,-6.1969932284484,no DE
ZNF552,0.337130235758052,3.59917161720216,1.64290095535704,0.111523349921489,0.152064586495894,-6.19745172133292,no DE
MRPS25,0.274962742282542,5.30385672586432,1.79618297869579,0.0832010336345295,0.117369835948505,-6.19763513785689,no DE
PPARGC1A,-0.481769575595866,3.42881245501143,-1.65666194068253,0.108688536102314,0.148696306649565,-6.19878935369934,no DE
ZNF554,0.18675061031592,2.23502554147162,1.37527359777269,0.179888310526103,0.23120146881619,-6.19920632842812,no DE
TMEM133,0.266261594063231,2.87597372837652,1.58311777323107,0.124560941897656,0.167825554767764,-6.19937192663815,no DE
ESRRA,0.221147720017322,5.7783541043052,1.81212683812992,0.0806419896879254,0.114191786873128,-6.20085152447188,no DE
ATP6V1A,-0.183036657117288,6.69186092377664,-1.8117711432358,0.0806983371138602,0.114259181510708,-6.20095152662579,no DE
GPR132,0.410368576385846,2.47359591871597,1.1286374063584,0.26857339216651,0.329327241704975,-6.20097357684674,no DE
LMF1,-0.258708212453463,4.21691178563998,-1.72001637813047,0.0964017721266928,0.133779750326358,-6.20133125817623,no DE
IRF4,0.546147020545414,2.64808342186775,1.02498234547165,0.314095128679995,0.377382521599776,-6.2025340370479,no DE
KATNA1,-0.188902607996018,3.7731292706436,-1.68403089166931,0.103228869229403,0.142180693262783,-6.20307823680548,no DE
CYFIP2,-0.357211937858001,5.64396116572429,-1.80271366864841,0.082144568967751,0.116130516488254,-6.20312188280851,no DE
ZNF155,0.218948621520211,2.58631797158565,1.52423034293845,0.138602765358175,0.18415939497356,-6.20326854271675,no DE
ZNF529,0.198164442442615,3.63692430499157,1.66111670307313,0.107783806943669,0.147582296447677,-6.20351309377287,no DE
MSRB2,0.205182496307314,4.47523639463648,1.76491714594848,0.0884208917699977,0.123743743998475,-6.20448371140306,no DE
IL1RN,-0.610216590652504,4.06860157009559,-1.70530616862819,0.0991451843807224,0.137163973685381,-6.20625363910638,no DE
NCOR2,-0.263564889141364,8.54141882227664,-1.72243009239695,0.0959577888960113,0.133220274245866,-6.20691717969556,no DE
SKAP1,0.42422180470148,2.5506342648073,1.29915575962955,0.20442585850017,0.258964550757252,-6.20734146723774,no DE
C2orf24,-0.1391599247605,6.39393882787301,-1.81124673302975,0.0807814730333946,0.114364486714197,-6.20870671516336,no DE
PIM2,0.362778451988278,5.04459732506615,1.75821636947834,0.0895751007132578,0.125254111972184,-6.20921266571159,no DE
ZNF880,0.296288643347318,2.3336189336329,1.2859719975059,0.208925461759275,0.26381968195258,-6.20994951098005,no DE
HSPA6,0.73677120007361,3.46542646246818,1.31294390208969,0.199799848973644,0.253794027700757,-6.21117471434329,no DE
B3GALT4,-0.358060248272234,4.45026057113579,-1.74467644545104,0.0919463944749841,0.128237662900093,-6.21133433104044,no DE
C10orf76,-0.168467186076201,5.30563726589535,-1.80169593196121,0.0823084497183696,0.116274046988515,-6.21141158735456,no DE
C15orf57,-0.205968055349453,4.40424516876787,-1.75104020699121,0.0908253456724591,0.126859467794586,-6.21315437229949,no DE
ARL1,0.240301157683155,6.54441121865907,1.80259863270659,0.0821630786093984,0.116144104947853,-6.2134226576993,no DE
COX7A2,0.233944819022581,6.22623791225188,1.80678951385091,0.0814910487137036,0.11529402328853,-6.21473327842035,no DE
C16orf45,-0.272377934536085,3.54545460820699,-1.73208345538506,0.094199336982529,0.131015870605535,-6.21566517487823,no DE
ZNF791,-0.144787550644293,3.45913332402177,-1.65897345158454,0.108218298174159,0.148125709438119,-6.21667650041132,no DE
AFG3L1,0.27675190049429,3.02177163206342,1.29139074109897,0.207066976260799,0.261802134941128,-6.21757459806,no DE
CTAGE5,0.304855352031438,5.35068528994014,1.78694701200946,0.0847149139147617,0.119170575636317,-6.21819475359893,no DE
CCNC,0.237817998033277,5.79673575024671,1.79826332543865,0.0828632454656457,0.116956524985194,-6.21862917257569,no DE
CDRT4,0.219977360973288,3.32031769927965,1.58687177579287,0.123706895497254,0.166760932244723,-6.21875685403055,no DE
FAM198B,-0.334581564923274,5.44022072961976,-1.79869889581111,0.0827926698768911,0.116881279350721,-6.21901430686354,no DE
SERPINB8,-0.390939720615184,4.4217989417007,-1.67497255392926,0.10500987176674,0.144344687451533,-6.22012544466177,no DE
TMEM144,0.271812089840977,4.05402844308639,1.6402617224002,0.112074010130719,0.152713910471448,-6.22101666995786,no DE
SNX12,0.198043852133542,3.35542573873257,1.61204028797165,0.118104656585543,0.159985479702272,-6.22183561731717,no DE
GTF3C5,0.243286088316857,5.52538786026699,1.79484368195095,0.0834191180926447,0.117588525751975,-6.2221583381283,no DE
H3F3B,-0.185966986092884,9.42279214148088,-1.66805546123212,0.106387118409415,0.145884132429677,-6.2221947410244,no DE
FAM69B,-0.355421257390996,4.24055097287311,-1.77938930354355,0.0859711175971151,0.120755514687953,-6.22237378374738,no DE
SNHG7,-0.283956555796188,4.4410662945374,-1.76436972134692,0.0885147095280494,0.123861760663554,-6.22255905989988,no DE
ZNF737,0.372135847088265,3.44191237427754,1.68864960616722,0.102330546186388,0.141092280487051,-6.22263324857452,no DE
ALPK1,-0.266152000865742,4.68988686684454,-1.73579881821678,0.0935298406677945,0.130223467758584,-6.22275113878935,no DE
CHKB,-0.28432634064171,4.21874092700814,-1.66322126175784,0.107358576957877,0.147077194062886,-6.22469965390922,no DE
CA12,0.753188568740393,3.86491320389295,1.38073909771455,0.178219094690206,0.229260487266339,-6.22471306428177,no DE
ACTR8,0.167016450402249,4.16599100369496,1.68829455832265,0.102399368366111,0.141172259746815,-6.22492029115719,no DE
EML4,0.25326405943693,6.739270419988,1.80178781394754,0.0822936429863977,0.116274046988515,-6.22587902808407,no DE
ZNF23,0.205381434250254,3.37331439025333,1.57056964732986,0.127450904920092,0.171189201679559,-6.22623551458473,no DE
C1orf151,0.164052057207668,5.46917108229095,1.78705602473633,0.0846969094382089,0.119158089986737,-6.22627561505691,no DE
MRPL14,-0.247681223764877,6.00970881306196,-1.79193659524393,0.0838941729170635,0.118207106982559,-6.229356846802,no DE
EPS8,0.341982897577651,6.52365015860356,1.79924221145731,0.0827047082460091,0.116795905737873,-6.22942388311217,no DE
PIGV,0.264373282491712,4.10638650855118,1.68569329763812,0.102904779145268,0.141779193812876,-6.22994334065382,no DE
DIP2B,0.173141159958065,5.74242370269167,1.7988699173877,0.0827649732406462,0.116855726956209,-6.23077299874358,no DE
TMEM123,0.251995521874413,8.2974390354149,1.71955337941179,0.0964871346754178,0.133883976710772,-6.23216510387237,no DE
CRADD,-0.26614118693584,2.93078852815498,-1.51602478886964,0.14065778019674,0.18648515757681,-6.23227091916761,no DE
SLC20A2,0.291643528517953,5.66786729006622,1.79050101824288,0.0841296143917192,0.118487684144919,-6.23265717464637,no DE
SLAIN1,-0.35727826825221,4.0224694598738,-1.69307006708697,0.101476930603512,0.140076859606819,-6.23367302475939,no DE
ZNF518B,0.332992047628435,4.03139515845255,1.69910960783187,0.100320327694718,0.13865747960601,-6.23382250454345,no DE
ADORA3,0.311176278908303,2.0762771821041,0.643281442752514,0.525245103729237,0.588550462612905,-6.23477386200221,no DE
DDX26B,0.292764760477823,2.53772616969007,1.38486636398924,0.176966657292313,0.227962674196839,-6.23483769522035,no DE
IFT172,-0.326360738487703,4.69787398071252,-1.76549244970314,0.0883223871138239,0.123632398820026,-6.23515916714566,no DE
RCOR3,0.236374392921428,5.24300990144555,1.7832495475553,0.085327519533327,0.119954777864138,-6.23518879505555,no DE
DPY19L3,0.209063858086362,3.97454095012292,1.71016491689216,0.0982318659058637,0.136044620230158,-6.23621523710717,no DE
PBX1,-0.507889061074598,6.31061498290882,-1.76894603115439,0.0877330155660317,0.12292604682089,-6.23685437067388,no DE
NUDT7,0.296272169481779,2.17269608279262,1.20204764729569,0.239355002387512,0.297722588733009,-6.23762621289827,no DE
FTSJD1,-0.243899657945398,4.95909983998662,-1.77187080289532,0.0872365054550865,0.122309141321723,-6.2380200054834,no DE
LUC7L,0.327784130906108,4.64865645066524,1.70686602277528,0.0988511970642203,0.136786247776876,-6.23803631898306,no DE
RPL32,0.207329971191259,9.14586386187247,1.67138679160448,0.105721952106165,0.145155005873753,-6.23871104942427,no DE
ATP6V0E2,0.282916519636905,4.93485614690058,1.76058941229421,0.0891648901668419,0.124744835085508,-6.23952467638443,no DE
PHLPP1,0.250690688370313,4.18862020061002,1.72840892898152,0.0948654522797643,0.131886116584063,-6.23955143707889,no DE
FNIP1,-0.167549245295807,4.97940134587784,-1.76741768741363,0.0879934217805238,0.123225546374923,-6.23987674381912,no DE
NAP1L2,-0.325149557627487,1.71565417551334,-1.42344520414363,0.165591659225491,0.215092837881414,-6.23991204849214,no DE
CRKL,-0.180236191552373,6.64701950667395,-1.78143853854726,0.0856289466345646,0.120339646901483,-6.24083632009595,no DE
DDT,0.296381377379148,4.96195718405769,1.75239364406918,0.0905884218541815,0.126573610625416,-6.24187860829857,no DE
CERKL,-0.374581320705517,2.65338978536641,-1.48457893798897,0.148762675421159,0.195963185212674,-6.24309249307406,no DE
NR0B2,-0.552364121666074,1.33091673090848,-1.06529056685002,0.295792499409188,0.35852720724191,-6.24318340572125,no DE
ZNF558,0.241717662480887,3.5701424869538,1.60222260171306,0.120264524814383,0.162708627943838,-6.2433477303214,no DE
FAM115C,-0.352750069989896,3.17342212519191,-1.3627316185468,0.183765018737962,0.235354203789162,-6.24628772731216,no DE
